V1,V2,set,DM_range
20.0,10576.0,0,10to20
14.0,10383.0,1,10to20
17.0,10018.0,2,10to20
19.0,10559.0,3,10to20
20.0,10517.0,4,10to20
20.0,10574.0,5,10to20
19.0,10533.0,6,10to20
19.0,10574.0,7,10to20
19.0,10675.0,8,10to20
20.0,10656.0,9,10to20
20.0,10640.0,10,10to20
20.0,10614.0,11,10to20
19.0,10593.0,12,10to20
20.0,10492.0,13,10to20
20.0,10670.0,14,10to20
15.0,10407.0,15,10to20
19.0,10686.0,16,10to20
20.0,10561.0,17,10to20
15.0,10335.0,18,10to20
20.0,10590.0,19,10to20
20.0,10572.0,20,10to20
20.0,10641.0,21,10to20
12.0,10267.0,22,10to20
20.0,10590.0,23,10to20
9.0,10200.0,24,10to20
20.0,10711.0,25,10to20
19.0,10498.0,26,10to20
20.0,10608.0,27,10to20
20.0,10588.0,28,10to20
19.0,10660.0,29,10to20
30.0,10839.0,0,20to30
30.0,10986.0,1,20to30
30.0,10988.0,2,20to30
30.0,10966.0,3,20to30
27.0,10694.0,4,20to30
30.0,10860.0,5,20to30
30.0,10954.0,6,20to30
28.0,10466.0,7,20to30
30.0,10947.0,8,20to30
29.0,10957.0,9,20to30
30.0,10960.0,10,20to30
30.0,10991.0,11,20to30
30.0,10897.0,12,20to30
30.0,10978.0,13,20to30
23.0,10843.0,14,20to30
30.0,11041.0,15,20to30
23.0,10723.0,16,20to30
30.0,10952.0,17,20to30
30.0,10967.0,18,20to30
29.0,10912.0,19,20to30
30.0,10883.0,20,20to30
29.0,10850.0,21,20to30
30.0,10987.0,22,20to30
25.0,10794.0,23,20to30
28.0,10623.0,24,20to30
28.0,10877.0,25,20to30
26.0,10802.0,26,20to30
30.0,10912.0,27,20to30
30.0,10897.0,28,20to30
29.0,10838.0,29,20to30
38.0,11221.0,0,30to40
40.0,11167.0,1,30to40
40.0,11077.0,2,30to40
39.0,10996.0,3,30to40
40.0,11006.0,4,30to40
40.0,11104.0,5,30to40
40.0,11052.0,6,30to40
35.0,10982.0,7,30to40
40.0,11065.0,8,30to40
40.0,11105.0,9,30to40
33.0,10955.0,10,30to40
40.0,11085.0,11,30to40
40.0,11188.0,12,30to40
40.0,11185.0,13,30to40
40.0,11245.0,14,30to40
39.0,11257.0,15,30to40
39.0,11190.0,16,30to40
40.0,11081.0,17,30to40
40.0,11221.0,18,30to40
40.0,11267.0,19,30to40
40.0,11065.0,20,30to40
40.0,11163.0,21,30to40
40.0,11099.0,22,30to40
39.0,11164.0,23,30to40
39.0,10933.0,24,30to40
39.0,11044.0,25,30to40
40.0,11191.0,26,30to40
31.0,11096.0,27,30to40
40.0,11221.0,28,30to40
40.0,11106.0,29,30to40
20.0,10576.0,0,10to20
14.0,10383.0,1,10to20
17.0,10018.0,2,10to20
19.0,10559.0,3,10to20
20.0,10517.0,4,10to20
20.0,10574.0,5,10to20
19.0,10533.0,6,10to20
19.0,10574.0,7,10to20
19.0,10675.0,8,10to20
20.0,10656.0,9,10to20
20.0,10640.0,10,10to20
20.0,10614.0,11,10to20
19.0,10593.0,12,10to20
20.0,10492.0,13,10to20
20.0,10670.0,14,10to20
15.0,10407.0,15,10to20
19.0,10686.0,16,10to20
20.0,10561.0,17,10to20
15.0,10335.0,18,10to20
20.0,10590.0,19,10to20
20.0,10572.0,20,10to20
20.0,10641.0,21,10to20
12.0,10267.0,22,10to20
20.0,10590.0,23,10to20
9.0,10200.0,24,10to20
20.0,10711.0,25,10to20
19.0,10498.0,26,10to20
20.0,10608.0,27,10to20
20.0,10588.0,28,10to20
19.0,10660.0,29,10to20
30.0,10839.0,0,20to30
30.0,10986.0,1,20to30
30.0,10988.0,2,20to30
30.0,10966.0,3,20to30
27.0,10694.0,4,20to30
30.0,10860.0,5,20to30
30.0,10954.0,6,20to30
28.0,10466.0,7,20to30
30.0,10947.0,8,20to30
29.0,10957.0,9,20to30
30.0,10960.0,10,20to30
30.0,10991.0,11,20to30
30.0,10897.0,12,20to30
30.0,10978.0,13,20to30
23.0,10843.0,14,20to30
30.0,11041.0,15,20to30
23.0,10723.0,16,20to30
30.0,10952.0,17,20to30
30.0,10967.0,18,20to30
29.0,10912.0,19,20to30
30.0,10883.0,20,20to30
29.0,10850.0,21,20to30
30.0,10987.0,22,20to30
25.0,10794.0,23,20to30
28.0,10623.0,24,20to30
28.0,10877.0,25,20to30
26.0,10802.0,26,20to30
30.0,10912.0,27,20to30
30.0,10897.0,28,20to30
29.0,10838.0,29,20to30
38.0,11221.0,0,30to40
40.0,11167.0,1,30to40
40.0,11077.0,2,30to40
39.0,10996.0,3,30to40
40.0,11006.0,4,30to40
40.0,11104.0,5,30to40
40.0,11052.0,6,30to40
35.0,10982.0,7,30to40
40.0,11065.0,8,30to40
40.0,11105.0,9,30to40
33.0,10955.0,10,30to40
40.0,11085.0,11,30to40
40.0,11188.0,12,30to40
40.0,11185.0,13,30to40
40.0,11245.0,14,30to40
39.0,11257.0,15,30to40
39.0,11190.0,16,30to40
40.0,11081.0,17,30to40
40.0,11221.0,18,30to40
40.0,11267.0,19,30to40
40.0,11065.0,20,30to40
40.0,11163.0,21,30to40
40.0,11099.0,22,30to40
39.0,11164.0,23,30to40
39.0,10933.0,24,30to40
39.0,11044.0,25,30to40
40.0,11191.0,26,30to40
31.0,11096.0,27,30to40
40.0,11221.0,28,30to40
40.0,11106.0,29,30to40
20.0,10576.0,0,10to20
14.0,10383.0,1,10to20
17.0,10018.0,2,10to20
19.0,10559.0,3,10to20
20.0,10517.0,4,10to20
20.0,10574.0,5,10to20
19.0,10533.0,6,10to20
19.0,10574.0,7,10to20
19.0,10675.0,8,10to20
20.0,10656.0,9,10to20
20.0,10640.0,10,10to20
20.0,10614.0,11,10to20
19.0,10593.0,12,10to20
20.0,10492.0,13,10to20
20.0,10670.0,14,10to20
15.0,10407.0,15,10to20
19.0,10686.0,16,10to20
20.0,10561.0,17,10to20
15.0,10335.0,18,10to20
20.0,10590.0,19,10to20
20.0,10572.0,20,10to20
20.0,10641.0,21,10to20
12.0,10267.0,22,10to20
20.0,10590.0,23,10to20
9.0,10200.0,24,10to20
20.0,10711.0,25,10to20
19.0,10498.0,26,10to20
20.0,10608.0,27,10to20
20.0,10588.0,28,10to20
19.0,10660.0,29,10to20
30.0,10839.0,0,20to30
30.0,10986.0,1,20to30
30.0,10988.0,2,20to30
30.0,10966.0,3,20to30
27.0,10694.0,4,20to30
30.0,10860.0,5,20to30
30.0,10954.0,6,20to30
28.0,10466.0,7,20to30
30.0,10947.0,8,20to30
29.0,10957.0,9,20to30
30.0,10960.0,10,20to30
30.0,10991.0,11,20to30
30.0,10897.0,12,20to30
30.0,10978.0,13,20to30
23.0,10843.0,14,20to30
30.0,11041.0,15,20to30
23.0,10723.0,16,20to30
30.0,10952.0,17,20to30
30.0,10967.0,18,20to30
29.0,10912.0,19,20to30
30.0,10883.0,20,20to30
29.0,10850.0,21,20to30
30.0,10987.0,22,20to30
25.0,10794.0,23,20to30
28.0,10623.0,24,20to30
28.0,10877.0,25,20to30
26.0,10802.0,26,20to30
30.0,10912.0,27,20to30
30.0,10897.0,28,20to30
29.0,10838.0,29,20to30
38.0,11221.0,0,30to40
40.0,11167.0,1,30to40
40.0,11077.0,2,30to40
39.0,10996.0,3,30to40
40.0,11006.0,4,30to40
40.0,11104.0,5,30to40
40.0,11052.0,6,30to40
35.0,10982.0,7,30to40
40.0,11065.0,8,30to40
40.0,11105.0,9,30to40
33.0,10955.0,10,30to40
40.0,11085.0,11,30to40
40.0,11188.0,12,30to40
40.0,11185.0,13,30to40
40.0,11245.0,14,30to40
39.0,11257.0,15,30to40
39.0,11190.0,16,30to40
40.0,11081.0,17,30to40
40.0,11221.0,18,30to40
40.0,11267.0,19,30to40
40.0,11065.0,20,30to40
40.0,11163.0,21,30to40
40.0,11099.0,22,30to40
39.0,11164.0,23,30to40
39.0,10933.0,24,30to40
39.0,11044.0,25,30to40
40.0,11191.0,26,30to40
31.0,11096.0,27,30to40
40.0,11221.0,28,30to40
40.0,11106.0,29,30to40
20.0,10576.0,0,10to20
14.0,10383.0,1,10to20
17.0,10018.0,2,10to20
19.0,10559.0,3,10to20
20.0,10517.0,4,10to20
20.0,10574.0,5,10to20
19.0,10533.0,6,10to20
19.0,10574.0,7,10to20
19.0,10675.0,8,10to20
20.0,10656.0,9,10to20
20.0,10640.0,10,10to20
20.0,10614.0,11,10to20
19.0,10593.0,12,10to20
20.0,10492.0,13,10to20
20.0,10670.0,14,10to20
15.0,10407.0,15,10to20
19.0,10686.0,16,10to20
20.0,10561.0,17,10to20
15.0,10335.0,18,10to20
20.0,10590.0,19,10to20
20.0,10572.0,20,10to20
20.0,10641.0,21,10to20
12.0,10267.0,22,10to20
20.0,10590.0,23,10to20
9.0,10200.0,24,10to20
20.0,10711.0,25,10to20
19.0,10498.0,26,10to20
20.0,10608.0,27,10to20
20.0,10588.0,28,10to20
19.0,10660.0,29,10to20
30.0,10839.0,0,20to30
30.0,10986.0,1,20to30
30.0,10988.0,2,20to30
30.0,10966.0,3,20to30
27.0,10694.0,4,20to30
30.0,10860.0,5,20to30
