V1,V2,set
0.0,7158.0,12
66.0,10092.0,12
0.0,7158.0,12
66.0,10092.0,12
5.0,7858.0,12
4.0,7613.0,12
2.0,7477.0,12
1.0,7241.0,12
56.0,9930.0,12
50.0,9781.0,12
61.0,10067.0,12
49.0,9713.0,12
53.0,9917.0,12
42.0,9499.0,12
2.0,7477.0,12
3.0,7580.0,12
59.0,9959.0,12
46.0,9614.0,12
9.0,8053.0,12
8.0,7966.0,12
18.0,8433.0,12
1.0,7241.0,12
19.0,8516.0,12
15.0,8282.0,12
16.0,8357.0,12
26.0,8844.0,12
25.0,8777.0,12
21.0,8592.0,12
20.0,8526.0,12
57.0,9949.0,12
64.0,10090.0,12
63.0,10072.0,12
29.0,8960.0,12
30.0,9022.0,12
32.0,9121.0,12
33.0,9183.0,12
31.0,9082.0,12
30.0,9022.0,12
60.0,10016.0,12
24.0,8741.0,12
23.0,8685.0,12
15.0,8282.0,12
14.0,8227.0,12
6.0,7883.0,12
23.0,8685.0,12
7.0,7935.0,12
17.0,8409.0,12
16.0,8357.0,12
22.0,8633.0,12
10.0,8076.0,12
11.0,8127.0,12
60.0,10016.0,12
52.0,9868.0,12
28.0,8935.0,12
27.0,8888.0,12
51.0,9826.0,12
26.0,8844.0,12
27.0,8888.0,12
40.0,9427.0,12
41.0,9470.0,12
51.0,9826.0,12
52.0,9868.0,12
35.0,9257.0,12
22.0,8633.0,12
36.0,9298.0,12
21.0,8592.0,12
40.0,9427.0,12
39.0,9387.0,12
43.0,9539.0,12
32.0,9121.0,12
31.0,9082.0,12
34.0,9219.0,12
47.0,9652.0,12
35.0,9257.0,12
34.0,9219.0,12
25.0,8777.0,12
13.0,8191.0,12
24.0,8741.0,12
14.0,8227.0,12
33.0,9183.0,12
39.0,9387.0,12
44.0,9574.0,12
43.0,9539.0,12
38.0,9352.0,12
38.0,9352.0,12
37.0,9318.0,12
13.0,8191.0,12
4.0,7613.0,12
3.0,7580.0,12
12.0,8158.0,12
48.0,9681.0,12
8.0,7966.0,12
12.0,8158.0,12
7.0,7935.0,12
44.0,9574.0,12
45.0,9605.0,12
11.0,8127.0,12
41.0,9470.0,12
47.0,9652.0,12
48.0,9681.0,12
29.0,8960.0,12
5.0,7858.0,12
28.0,8935.0,12
6.0,7883.0,12
17.0,8409.0,12
18.0,8433.0,12
9.0,8053.0,12
10.0,8076.0,12
36.0,9298.0,12
37.0,9318.0,12
53.0,9917.0,12
19.0,8516.0,12
20.0,8526.0,12
57.0,9949.0,12
59.0,9959.0,12
45.0,9605.0,12
63.0,10072.0,12
64.0,10090.0,12
23.0,8685.0,12
18.0,8433.0,12
0.0,7158.0,23
87.0,10191.0,23
87.0,10191.0,23
0.0,7158.0,23
78.0,10184.0,23
28.0,8809.0,23
2.0,7454.0,23
1.0,7246.0,23
64.0,10009.0,23
67.0,10038.0,23
73.0,10132.0,23
17.0,8286.0,23
6.0,7726.0,23
59.0,9856.0,23
27.0,8729.0,23
30.0,8956.0,23
61.0,9938.0,23
25.0,8698.0,23
57.0,9826.0,23
10.0,8001.0,23
9.0,7896.0,23
44.0,9451.0,23
22.0,8544.0,23
15.0,8211.0,23
34.0,9116.0,23
36.0,9212.0,23
29.0,8903.0,23
13.0,8143.0,23
1.0,7246.0,23
3.0,7541.0,23
2.0,7454.0,23
52.0,9753.0,23
72.0,10108.0,23
43.0,9437.0,23
3.0,7541.0,23
4.0,7615.0,23
62.0,9977.0,23
80.0,10186.0,23
86.0,10190.0,23
7.0,7781.0,23
8.0,7852.0,23
53.0,9771.0,23
12.0,8107.0,23
11.0,8037.0,23
69.0,10052.0,23
24.0,8629.0,23
34.0,9116.0,23
32.0,9056.0,23
18.0,8353.0,23
31.0,8989.0,23
26.0,8707.0,23
36.0,9212.0,23
5.0,7673.0,23
4.0,7615.0,23
20.0,8461.0,23
21.0,8518.0,23
16.0,8230.0,23
45.0,9507.0,23
71.0,10087.0,23
18.0,8353.0,23
7.0,7781.0,23
19.0,8408.0,23
5.0,7673.0,23
20.0,8461.0,23
19.0,8408.0,23
29.0,8903.0,23
54.0,9789.0,23
73.0,10132.0,23
69.0,10052.0,23
56.0,9814.0,23
41.0,9372.0,23
40.0,9326.0,23
24.0,8629.0,23
23.0,8584.0,23
14.0,8166.0,23
9.0,7896.0,23
46.0,9547.0,23
47.0,9591.0,23
8.0,7852.0,23
60.0,9896.0,23
46.0,9547.0,23
60.0,9896.0,23
45.0,9507.0,23
23.0,8584.0,23
49.0,9651.0,23
48.0,9614.0,23
79.0,10185.0,23
