V1,V2,set
2.0,9259.0,12
0.0,9190.0,12
2.0,9259.0,12
0.0,9190.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
0.0,9190.0,12
0.0,9190.0,12
1.0,9197.0,12
1.0,9197.0,12
0.0,9190.0,12
0.0,9190.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
2.0,9259.0,12
2.0,9259.0,12
2.0,9259.0,12
1.0,9197.0,12
1.0,9197.0,12
2.0,9259.0,12
1.0,9197.0,12
0.0,9190.0,12
2.0,9259.0,12
2.0,9259.0,12
0.0,9190.0,12
0.0,9190.0,12
0.0,9190.0,12
2.0,9259.0,12
1.0,9197.0,12
2.0,9259.0,12
2.0,9259.0,12
0.0,9190.0,12
0.0,9190.0,12
0.0,9190.0,12
0.0,9190.0,12
2.0,9259.0,12
2.0,9259.0,12
0.0,9190.0,12
1.0,9197.0,12
0.0,9190.0,12
2.0,9259.0,12
1.0,9197.0,12
2.0,9259.0,12
1.0,9197.0,12
1.0,9197.0,12
2.0,9259.0,12
0.0,9190.0,12
0.0,9190.0,12
0.0,9190.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
2.0,9259.0,12
0.0,9190.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
0.0,9190.0,12
1.0,9197.0,12
2.0,9259.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
2.0,9259.0,12
0.0,9190.0,12
1.0,9197.0,12
0.0,9190.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
1.0,9197.0,12
2.0,9259.0,12
2.0,9259.0,12
1.0,9197.0,12
0.0,9190.0,12
1.0,9197.0,12
2.0,9259.0,12
2.0,9259.0,12
0.0,9190.0,12
2.0,9259.0,12
1.0,9197.0,12
0.0,9190.0,12
2.0,9259.0,12
2.0,9259.0,12
2.0,9259.0,12
1.0,9197.0,12
2.0,9259.0,12
0.0,9190.0,12
2.0,9259.0,12
0.0,9190.0,12
1.0,9197.0,12
1.0,9197.0,12
