V1,V2,set
0.0,5724.0,12
155.0,10929.0,12
0.0,5724.0,12
8.0,6883.0,12
142.0,10812.0,12
11.0,7143.0,12
18.0,7561.0,12
52.0,9258.0,12
87.0,10171.0,12
15.0,7419.0,12
48.0,8995.0,12
26.0,7948.0,12
1.0,5941.0,12
54.0,9299.0,12
17.0,7486.0,12
2.0,6149.0,12
1.0,5941.0,12
50.0,9131.0,12
130.0,10751.0,12
6.0,6629.0,12
59.0,9542.0,12
35.0,8413.0,12
85.0,10127.0,12
46.0,8905.0,12
7.0,6696.0,12
122.0,10718.0,12
61.0,9570.0,12
110.0,10607.0,12
43.0,8801.0,12
36.0,8546.0,12
127.0,10747.0,12
147.0,10816.0,12
45.0,8816.0,12
114.0,10658.0,12
33.0,8303.0,12
117.0,10688.0,12
91.0,10188.0,12
119.0,10692.0,12
124.0,10742.0,12
63.0,9623.0,12
66.0,9687.0,12
19.0,7686.0,12
51.0,9135.0,12
148.0,10817.0,12
139.0,10795.0,12
154.0,10877.0,12
83.0,10079.0,12
69.0,9819.0,12
113.0,10619.0,12
67.0,9761.0,12
108.0,10572.0,12
82.0,10040.0,12
80.0,9997.0,12
71.0,9890.0,12
5.0,6524.0,12
4.0,6377.0,12
13.0,7319.0,12
3.0,6295.0,12
2.0,6149.0,12
34.0,8382.0,12
137.0,10789.0,12
55.0,9405.0,12
152.0,10840.0,12
10.0,7008.0,12
42.0,8702.0,12
14.0,7325.0,12
28.0,8114.0,12
107.0,10524.0,12
20.0,7689.0,12
64.0,9666.0,12
30.0,8165.0,12
47.0,8974.0,12
99.0,10406.0,12
31.0,8236.0,12
79.0,9958.0,12
38.0,8595.0,12
95.0,10295.0,12
101.0,10431.0,12
105.0,10506.0,12
58.0,9434.0,12
39.0,8638.0,12
12.0,7212.0,12
77.0,9950.0,12
5.0,6524.0,12
134.0,10787.0,12
32.0,8247.0,12
96.0,10335.0,12
57.0,9423.0,12
40.0,8669.0,12
21.0,7784.0,12
92.0,10202.0,12
27.0,8041.0,12
68.0,9804.0,12
22.0,7801.0,12
93.0,10248.0,12
74.0,9912.0,12
29.0,8141.0,12
37.0,8558.0,12
3.0,6295.0,12
4.0,6377.0,12
24.0,7889.0,12
94.0,10257.0,12
98.0,10375.0,12
104.0,10482.0,12
97.0,10360.0,12
27.0,8041.0,12
10.0,7008.0,12
9.0,6936.0,12
12.0,7212.0,12
133.0,10786.0,12
102.0,10450.0,12
7.0,6696.0,12
41.0,8700.0,12
103.0,10465.0,12
76.0,9920.0,12
24.0,7889.0,12
152.0,10840.0,12
9.0,6936.0,12
23.0,7841.0,12
72.0,9899.0,12
0.0,5931.0,23
0.0,5931.0,23
161.0,10857.0,23
107.0,10547.0,23
73.0,9949.0,23
75.0,10064.0,23
46.0,8944.0,23
17.0,7538.0,23
34.0,8350.0,23
15.0,7447.0,23
78.0,10081.0,23
21.0,7732.0,23
22.0,7888.0,23
18.0,7619.0,23
6.0,6641.0,23
8.0,6907.0,23
44.0,8880.0,23
55.0,9251.0,23
35.0,8500.0,23
37.0,8562.0,23
12.0,7205.0,23
53.0,9199.0,23
9.0,6937.0,23
110.0,10607.0,23
28.0,8118.0,23
25.0,7910.0,23
11.0,7148.0,23
20.0,7697.0,23
61.0,9540.0,23
103.0,10520.0,23
2.0,6208.0,23
1.0,6040.0,23
39.0,8639.0,23
26.0,8037.0,23
29.0,8156.0,23
48.0,9027.0,23
5.0,6577.0,23
4.0,6422.0,23
147.0,10837.0,23
131.0,10790.0,23
50.0,9130.0,23
123.0,10752.0,23
56.0,9339.0,23
7.0,6759.0,23
81.0,10134.0,23
62.0,9569.0,23
63.0,9653.0,23
96.0,10299.0,23
97.0,10348.0,23
91.0,10230.0,23
151.0,10838.0,23
49.0,9038.0,23
51.0,9158.0,23
4.0,6422.0,23
3.0,6292.0,23
40.0,8659.0,23
117.0,10685.0,23
10.0,7061.0,23
115.0,10658.0,23
99.0,10375.0,23
71.0,9888.0,23
58.0,9391.0,23
101.0,10440.0,23
32.0,8292.0,23
64.0,9681.0,23
7.0,6759.0,23
94.0,10272.0,23
69.0,9867.0,23
143.0,10818.0,23
145.0,10836.0,23
113.0,10653.0,23
102.0,10501.0,23
140.0,10801.0,23
31.0,8213.0,23
1.0,6040.0,23
41.0,8737.0,23
85.0,10177.0,23
111.0,10639.0,23
43.0,8804.0,23
81.0,10134.0,23
93.0,10247.0,23
119.0,10693.0,23
126.0,10758.0,23
59.0,9461.0,23
13.0,7305.0,23
134.0,10793.0,23
68.0,9805.0,23
65.0,9741.0,23
127.0,10762.0,23
100.0,10410.0,23
137.0,10799.0,23
159.0,10855.0,23
89.0,10203.0,23
157.0,10854.0,23
36.0,8510.0,23
66.0,9747.0,23
33.0,8304.0,23
67.0,9799.0,23
10.0,7061.0,23
122.0,10700.0,23
2.0,6208.0,23
3.0,6292.0,23
24.0,7892.0,23
57.0,9369.0,23
87.0,10193.0,23
26.0,8037.0,23
59.0,9461.0,23
141.0,10817.0,23
152.0,10850.0,23
85.0,10177.0,23
14.0,7375.0,23
13.0,7305.0,23
14.0,7375.0,23
121.0,10696.0,23
136.0,10798.0,23
41.0,8737.0,23
43.0,8804.0,23
132.0,10791.0,23
154.0,10851.0,23
155.0,10853.0,23
0.0,5931.0,14
151.0,10958.0,14
0.0,5931.0,14
151.0,10958.0,14
109.0,10642.0,14
2.0,6208.0,14
114.0,10678.0,14
56.0,9435.0,14
37.0,8568.0,14
15.0,7441.0,14
145.0,10928.0,14
66.0,9793.0,14
62.0,9637.0,14
81.0,10152.0,14
124.0,10755.0,14
107.0,10538.0,14
35.0,8535.0,14
79.0,10125.0,14
22.0,7818.0,14
150.0,10957.0,14
67.0,9837.0,14
85.0,10168.0,14
41.0,8772.0,14
17.0,7515.0,14
18.0,7669.0,14
88.0,10224.0,14
137.0,10802.0,14
102.0,10531.0,14
133.0,10801.0,14
1.0,6040.0,14
33.0,8463.0,14
139.0,10806.0,14
97.0,10365.0,14
30.0,8231.0,14
127.0,10770.0,14
54.0,9278.0,14
101.0,10464.0,14
11.0,7181.0,14
10.0,7029.0,14
59.0,9484.0,14
89.0,10314.0,14
117.0,10687.0,14
64.0,9681.0,14
38.0,8712.0,14
94.0,10358.0,14
8.0,6834.0,14
7.0,6693.0,14
105.0,10534.0,14
77.0,10052.0,14
12.0,7267.0,14
141.0,10869.0,14
23.0,7888.0,14
24.0,8018.0,14
70.0,9888.0,14
129.0,10786.0,14
122.0,10695.0,14
71.0,9951.0,14
3.0,6295.0,14
4.0,6422.0,14
31.0,8355.0,14
49.0,9124.0,14
86.0,10208.0,14
143.0,10916.0,14
20.0,7758.0,14
